x,y,Ex,Ey,E
2.00000e+00,-3.50000e+00,2.53318e-01,-4.97432e+00,4.98077e+00
2.00000e+00,-3.00000e+00,2.12054e+00,-7.66284e+00,7.95084e+00
2.00000e+00,-2.50000e+00,6.74269e+00,-1.10250e+01,1.29234e+01
2.00000e+00,-2.00000e+00,1.49487e+01,-1.24913e+01,1.94807e+01
2.00000e+00,-1.50000e+00,2.26020e+01,-9.84890e+00,2.46546e+01
2.00000e+00,-1.00000e+00,2.65361e+01,-5.94326e+00,2.71935e+01
2.00000e+00,-5.00000e-01,2.80494e+01,-2.69659e+00,2.81787e+01
2.00000e+00,0.00000e+00,2.84294e+01,2.60902e-15,2.84294e+01
2.00000e+00,5.00000e-01,2.80494e+01,2.69659e+00,2.81787e+01
2.00000e+00,1.00000e+00,2.65361e+01,5.94326e+00,2.71935e+01
2.00000e+00,1.50000e+00,2.26020e+01,9.84890e+00,2.46546e+01
2.00000e+00,2.00000e+00,1.49487e+01,1.24913e+01,1.94807e+01
2.00000e+00,2.50000e+00,6.74269e+00,1.10250e+01,1.29234e+01
2.00000e+00,3.00000e+00,2.12054e+00,7.66284e+00,7.95084e+00
2.00000e+00,3.50000e+00,2.53318e-01,4.97432e+00,4.98077e+00
2.00000e+00,4.00000e+00,-4.04242e-01,3.23576e+00,3.26092e+00
2.00000e+00,4.50000e+00,-5.90581e-01,2.15138e+00,2.23097e+00
2.00000e+00,5.00000e+00,-5.99721e-01,1.46850e+00,1.58624e+00
2.00000e+00,5.50000e+00,-5.47291e-01,1.02886e+00,1.16537e+00
2.00000e+00,6.00000e+00,-4.78798e-01,7.38640e-01,8.80248e-01
2.00000e+00,6.50000e+00,-4.11612e-01,5.42217e-01,6.80752e-01
2.00000e+00,7.00000e+00,-3.51659e-01,4.06104e-01,5.37201e-01
2.00000e+00,7.50000e+00,-3.00259e-01,3.09700e-01,4.31358e-01
2.00000e+00,8.00000e+00,-2.56964e-01,2.40040e-01,3.51639e-01
2.00000e+00,8.50000e+00,-2.20753e-01,1.88777e-01,2.90463e-01
2.00000e+00,9.00000e+00,-1.90512e-01,1.50422e-01,2.42738e-01
2.00000e+00,9.50000e+00,-1.65217e-01,1.21289e-01,2.04957e-01
2.00000e+00,1.00000e+01,-1.43989e-01,9.88534e-02,1.74657e-01
2.50000e+00,-1.00000e+01,-1.28547e-01,-1.16469e-01,1.73463e-01
2.50000e+00,-9.50000e+00,-1.45472e-01,-1.41960e-01,2.03260e-01
2.50000e+00,-9.00000e+00,-1.64976e-01,-1.74693e-01,2.40280e-01
2.50000e+00,-8.50000e+00,-1.87320e-01,-2.17221e-01,2.86835e-01
2.50000e+00,-8.00000e+00,-2.12616e-01,-2.73173e-01,3.46163e-01
2.50000e+00,-7.50000e+00,-2.40612e-01,-3.47772e-01,4.22894e-01
2.50000e+00,-7.00000e+00,-2.70275e-01,-4.48642e-01,5.23763e-01
2.50000e+00,-6.50000e+00,-2.98944e-01,-5.87036e-01,6.58771e-01
2.50000e+00,-6.00000e+00,-3.20662e-01,-7.79712e-01,8.43074e-01
2.50000e+00,-5.50000e+00,-3.22819e-01,-1.05168e+00,1.10011e+00
2.50000e+00,-5.00000e+00,-2.79434e-01,-1.43992e+00,1.46678e+00
2.50000e+00,-4.50000e+00,-1.37754e-01,-1.99702e+00,2.00176e+00
2.50000e+00,-4.00000e+00,2.07456e-01,-2.78998e+00,2.79768e+00
2.50000e+00,-3.50000e+00,9.56985e-01,-3.87621e+00,3.99259e+00
2.50000e+00,-3.00000e+00,2.44579e+00,-5.20822e+00,5.75391e+00
2.50000e+00,-2.50000e+00,5.02935e+00,-6.41439e+00,8.15099e+00
2.50000e+00,-2.00000e+00,8.54265e+00,-6.72013e+00,1.08691e+01
2.50000e+00,-1.50000e+00,1.19177e+01,-5.69697e+00,1.32094e+01
2.50000e+00,-1.00000e+00,1.42166e+01,-3.87376e+00,1.47349e+01
2.50000e+00,-5.00000e-01,1.53964e+01,-1.90552e+00,1.55139e+01
2.50000e+00,0.00000e+00,1.57459e+01,-8.88178e-16,1.57459e+01
2.50000e+00,5.00000e-01,1.53964e+01,1.90552e+00,1.55139e+01
2.50000e+00,1.00000e+00,1.42166e+01,3.87376e+00,1.47349e+01
2.50000e+00,1.50000e+00,1.19177e+01,5.69697e+00,1.32094e+01
2.50000e+00,2.00000e+00,8.54265e+00,6.72013e+00,1.08691e+01
2.50000e+00,2.50000e+00,5.02935e+00,6.41439e+00,8.15099e+00
2.50000e+00,3.00000e+00,2.44579e+00,5.20822e+00,5.75391e+00
2.50000e+00,3.50000e+00,9.56985e-01,3.87621e+00,3.99259e+00
2.50000e+00,4.00000e+00,2.07456e-01,2.78998e+00,2.79768e+00
2.50000e+00,4.50000e+00,-1.37754e-01,1.99702e+00,2.00176e+00
2.50000e+00,5.00000e+00,-2.79434e-01,1.43992e+00,1.46678e+00
2.50000e+00,5.50000e+00,-3.22819e-01,1.05168e+00,1.10011e+00
2.50000e+00,6.00000e+00,-3.20662e-01,7.79712e-01,8.43074e-01
2.50000e+00,6.50000e+00,-2.98944e-01,5.87036e-01,6.58771e-01
2.50000e+00,7.00000e+00,-2.70275e-01,4.48642e-01,5.23763e-01
2.50000e+00,7.50000e+00,-2.40612e-01,3.47772e-01,4.22894e-01
2.50000e+00,8.00000e+00,-2.12616e-01,2.73173e-01,3.46163e-01
2.50000e+00,8.50000e+00,-1.87320e-01,2.17221e-01,2.86835e-01
2.50000e+00,9.00000e+00,-1.64976e-01,1.74693e-01,2.40280e-01
2.50000e+00,9.50000e+00,-1.45472e-01,1.41960e-01,2.03260e-01
2.50000e+00,1.00000e+01,-1.28547e-01,1.16469e-01,1.73463e-01
3.00000e+00,-1.00000e+01,-1.11659e-01,-1.30277e-01,1.71581e-01
3.00000e+00,-9.50000e+00,-1.24150e-01,-1.57585e-01,2.00615e-01
3.00000e+00,-9.00000e+00,-1.37808e-01,-1.92204e-01,2.36502e-01
3.00000e+00,-8.50000e+00,-1.52374e-01,-2.36509e-01,2.81344e-01
3.00000e+00,-8.00000e+00,-1.67233e-01,-2.93765e-01,3.38031e-01
3.00000e+00,-7.50000e+00,-1.81129e-01,-3.68489e-01,4.10600e-01
3.00000e+00,-7.00000e+00,-1.91651e-01,-4.66957e-01,5.04757e-01
3.00000e+00,-6.50000e+00,-1.94343e-01,-5.97877e-01,6.28670e-01
3.00000e+00,-6.00000e+00,-1.81116e-01,-7.73218e-01,7.94147e-01
3.00000e+00,-5.50000e+00,-1.37498e-01,-1.00903e+00,1.01835e+00
3.00000e+00,-5.00000e+00,-3.79523e-02,-1.32561e+00,1.32615e+00
3.00000e+00,-4.50000e+00,1.61534e-01,-1.74539e+00,1.75285e+00
3.00000e+00,-4.00000e+00,5.33370e-01,-2.28428e+00,2.34572e+00
3.00000e+00,-3.50000e+00,1.18515e+00,-2.92863e+00,3.15934e+00
3.00000e+00,-3.00000e+00,2.24196e+00,-3.59076e+00,4.23319e+00
3.00000e+00,-2.50000e+00,3.76272e+00,-4.06549e+00,5.53952e+00
3.00000e+00,-2.00000e+00,5.59642e+00,-4.08398e+00,6.92812e+00
3.00000e+00,-1.50000e+00,7.36478e+00,-3.52060e+00,8.16300e+00
3.00000e+00,-1.00000e+00,8.71053e+00,-2.51061e+00,9.06512e+00
3.00000e+00,-5.00000e-01,9.50075e+00,-1.28677e+00,9.58749e+00
3.00000e+00,0.00000e+00,9.75557e+00,8.32667e-17,9.75557e+00
3.00000e+00,5.00000e-01,9.50075e+00,1.28677e+00,9.58749e+00
3.00000e+00,1.00000e+00,8.71053e+00,2.51061e+00,9.06512e+00
3.00000e+00,1.50000e+00,7.36478e+00,3.52060e+00,8.16300e+00
3.00000e+00,2.00000e+00,5.59642e+00,4.08398e+00,6.92812e+00
3.00000e+00,2.50000e+00,3.76272e+00,4.06549e+00,5.53952e+00
3.00000e+00,3.00000e+00,2.24196e+00,3.59076e+00,4.23319e+00
3.00000e+00,3.50000e+00,1.18515e+00,2.92863e+00,3.15934e+00
3.00000e+00,4.00000e+00,5.33370e-01,2.28428e+00,2.34572e+00
3.00000e+00,4.50000e+00,1.61534e-01,1.74539e+00,1.75285e+00
3.00000e+00,5.00000e+00,-3.79523e-02,1.32561e+00,1.32615e+00
3.00000e+00,5.50000e+00,-1.37498e-01,1.00903e+00,1.01835e+00
3.00000e+00,6.00000e+00,-1.81116e-01,7.73218e-01,7.94147e-01
3.00000e+00,6.50000e+00,-1.94343e-01,5.97877e-01,6.28670e-01
3.00000e+00,7.00000e+00,-1.91651e-01,4.66957e-01,5.04757e-01
3.00000e+00,7.50000e+00,-1.81129e-01,3.68489e-01,4.10600e-01
3.00000e+00,8.00000e+00,-1.67233e-01,2.93765e-01,3.38031e-01
3.00000e+00,8.50000e+00,-1.52374e-01,2.36509e-01,2.81344e-01
3.00000e+00,9.00000e+00,-1.37808e-01,1.92204e-01,2.36502e-01
3.00000e+00,9.50000e+00,-1.24150e-01,1.57585e-01,2.00615e-01
3.00000e+00,1.00000e+01,-1.11659e-01,1.30277e-01,1.71581e-01
3.50000e+00,-1.00000e+01,-9.41450e-02,-1.40250e-01,1.68918e-01
3.50000e+00,-9.50000e+00,-1.02354e-01,-1.68231e-01,1.96921e-01
3.50000e+00,-9.00000e+00,-1.10502e-01,-2.03206e-01,2.31307e-01
3.50000e+00,-8.50000e+00,-1.17947e-01,-2.47233e-01,2.73926e-01
3.50000e+00,-8.00000e+00,-1.23586e-01,-3.03037e-01,3.27269e-01
3.50000e+00,-7.50000e+00,-1.25556e-01,-3.74216e-01,3.94717e-01
3.50000e+00,-7.00000e+00,-1.20762e-01,-4.65486e-01,4.80896e-01
3.50000e+00,-6.50000e+00,-1.04118e-01,-5.82920e-01,5.92146e-01
3.50000e+00,-6.00000e+00,-6.73549e-02,-7.34076e-01,7.37159e-01
3.50000e+00,-5.50000e+00,2.77763e-03,-9.27732e-01,9.27736e-01
3.50000e+00,-5.00000e+00,1.27008e-01,-1.17265e+00,1.17951e+00
3.50000e+00,-4.50000e+00,3.36420e-01,-1.47421e+00,1.51211e+00
3.50000e+00,-4.00000e+00,6.74075e-01,-1.82723e+00,1.94760e+00
3.50000e+00,-3.50000e+00,1.19086e+00,-2.20353e+00,2.50473e+00
3.50000e+00,-3.00000e+00,1.92730e+00,-2.53743e+00,3.18638e+00
3.50000e+00,-2.50000e+00,2.87614e+00,-2.72441e+00,3.96164e+00
3.50000e+00,-2.00000e+00,3.94498e+00,-2.65613e+00,4.75582e+00
3.50000e+00,-1.50000e+00,4.96818e+00,-2.28511e+00,5.46851e+00
3.50000e+00,-1.00000e+00,5.78204e+00,-1.65555e+00,6.01439e+00
3.50000e+00,-5.00000e-01,6.29009e+00,-8.63377e-01,6.34907e+00
3.50000e+00,0.00000e+00,6.46082e+00,-2.22045e-16,6.46082e+00
3.50000e+00,5.00000e-01,6.29009e+00,8.63377e-01,6.34907e+00
3.50000e+00,1.00000e+00,5.78204e+00,1.65555e+00,6.01439e+00
3.50000e+00,1.50000e+00,4.96818e+00,2.28511e+00,5.46851e+00
3.50000e+00,2.00000e+00,3.94498e+00,2.65613e+00,4.75582e+00
3.50000e+00,2.50000e+00,2.87614e+00,2.72441e+00,3.96164e+00
3.50000e+00,3.00000e+00,1.92730e+00,2.53743e+00,3.18638e+00
3.50000e+00,3.50000e+00,1.19086e+00,2.20353e+00,2.50473e+00
3.50000e+00,4.00000e+00,6.74075e-01,1.82723e+00,1.94760e+00
3.50000e+00,4.50000e+00,3.36420e-01,1.47421e+00,1.51211e+00
3.50000e+00,5.00000e+00,1.27008e-01,1.17265e+00,1.17951e+00
3.50000e+00,5.50000e+00,2.77763e-03,9.27732e-01,9.27736e-01
3.50000e+00,6.00000e+00,-6.73549e-02,7.34076e-01,7.37159e-01
3.50000e+00,6.50000e+00,-1.04118e-01,5.82920e-01,5.92146e-01
3.50000e+00,7.00000e+00,-1.20762e-01,4.65486e-01,4.80896e-01
3.50000e+00,7.50000e+00,-1.25556e-01,3.74216e-01,3.94717e-01
3.50000e+00,8.00000e+00,-1.23586e-01,3.03037e-01,3.27269e-01
3.50000e+00,8.50000e+00,-1.17947e-01,2.47233e-01,2.73926e-01
3.50000e+00,9.00000e+00,-1.10502e-01,2.03206e-01,2.31307e-01
3.50000e+00,9.50000e+00,-1.02354e-01,1.68231e-01,1.96921e-01
3.50000e+00,1.00000e+01,-9.41450e-02,1.40250e-01,1.68918e-01
4.00000e+00,-1.00000e+01,-7.67266e-02,-1.46578e-01,1.65445e-01
4.00000e+00,-9.50000e+00,-8.10225e-02,-1.74257e-01,1.92172e-01
4.00000e+00,-9.00000e+00,-8.42739e-02,-2.08334e-01,2.24734e-01
4.00000e+00,-8.50000e+00,-8.56034e-02,-2.50489e-01,2.64712e-01
4.00000e+00,-8.00000e+00,-8.36444e-02,-3.02844e-01,3.14183e-01
4.00000e+00,-7.50000e+00,-7.62871e-02,-3.68055e-01,3.75878e-01
4.00000e+00,-7.00000e+00,-6.03015e-02,-4.49368e-01,4.53396e-01
4.00000e+00,-6.50000e+00,-3.07917e-02,-5.50588e-01,5.51448e-01
4.00000e+00,-6.00000e+00,1.95569e-02,-6.75851e-01,6.76134e-01
4.00000e+00,-5.50000e+00,1.01427e-01,-8.28968e-01,8.35149e-01
4.00000e+00,-5.00000e+00,2.29850e-01,-1.01199e+00,1.03777e+00
4.00000e+00,-4.50000e+00,4.24679e-01,-1.22255e+00,1.29421e+00
4.00000e+00,-4.00000e+00,7.09322e-01,-1.44954e+00,1.61378e+00
4.00000e+00,-3.50000e+00,1.10563e+00,-1.66792e+00,2.00109e+00
4.00000e+00,-3.00000e+00,1.62298e+00,-1.83551e+00,2.45013e+00
4.00000e+00,-2.50000e+00,2.24312e+00,-1.89797e+00,2.93834e+00
4.00000e+00,-2.00000e+00,2.91052e+00,-1.80631e+00,3.42547e+00
4.00000e+00,-1.50000e+00,3.54130e+00,-1.54009e+00,3.86170e+00
4.00000e+00,-1.00000e+00,4.05038e+00,-1.11785e+00,4.20181e+00
4.00000e+00,-5.00000e-01,4.37645e+00,-5.86046e-01,4.41551e+00
4.00000e+00,0.00000e+00,4.48809e+00,-1.94289e-16,4.48809e+00
4.00000e+00,5.00000e-01,4.37645e+00,5.86046e-01,4.41551e+00
4.00000e+00,1.00000e+00,4.05038e+00,1.11785e+00,4.20181e+00
4.00000e+00,1.50000e+00,3.54130e+00,1.54009e+00,3.86170e+00
4.00000e+00,2.00000e+00,2.91052e+00,1.80631e+00,3.42547e+00
4.00000e+00,2.50000e+00,2.24312e+00,1.89797e+00,2.93834e+00
4.00000e+00,3.00000e+00,1.62298e+00,1.83551e+00,2.45013e+00
4.00000e+00,3.50000e+00,1.10563e+00,1.66792e+00,2.00109e+00
4.00000e+00,4.00000e+00,7.09322e-01,1.44954e+00,1.61378e+00
4.00000e+00,4.50000e+00,4.24679e-01,1.22255e+00,1.29421e+00
4.00000e+00,5.00000e+00,2.29850e-01,1.01199e+00,1.03777e+00
4.00000e+00,5.50000e+00,1.01427e-01,8.28968e-01,8.35149e-01
4.00000e+00,6.00000e+00,1.95569e-02,6.75851e-01,6.76134e-01
4.00000e+00,6.50000e+00,-3.07917e-02,5.50588e-01,5.51448e-01
4.00000e+00,7.00000e+00,-6.03015e-02,4.49368e-01,4.53396e-01
4.00000e+00,7.50000e+00,-7.62871e-02,3.68055e-01,3.75878e-01
4.00000e+00,8.00000e+00,-8.36444e-02,3.02844e-01,3.14183e-01
4.00000e+00,8.50000e+00,-8.56034e-02,2.50489e-01,2.64712e-01
4.00000e+00,9.00000e+00,-8.42739e-02,2.08334e-01,2.24734e-01
4.00000e+00,9.50000e+00,-8.10225e-02,1.74257e-01,1.92172e-01
4.00000e+00,1.00000e+01,-7.67266e-02,1.46578e-01,1.65445e-01
4.50000e+00,-1.00000e+01,-5.99947e-02,-1.49610e-01,1.61191e-01
4.50000e+00,-9.50000e+00,-6.08854e-02,-1.76217e-01,1.86439e-01
4.50000e+00,-9.00000e+00,-6.00125e-02,-2.08462e-01,2.16929e-01
4.50000e+00,-8.50000e+00,-5.63898e-02,-2.47636e-01,2.53975e-01
4.50000e+00,-8.00000e+00,-4.85761e-02,-2.95288e-01,2.99256e-01
4.50000e+00,-7.50000e+00,-3.44806e-02,-3.53229e-01,3.54908e-01
4.50000e+00,-7.00000e+00,-1.10995e-02,-4.23486e-01,4.23632e-01
4.50000e+00,-6.50000e+00,2.58235e-02,-5.08141e-01,5.08797e-01
4.50000e+00,-6.00000e+00,8.21934e-02,-6.08988e-01,6.14509e-01
4.50000e+00,-5.50000e+00,1.65940e-01,-7.26864e-01,7.45565e-01
4.50000e+00,-5.00000e+00,2.87174e-01,-8.60524e-01,9.07177e-01
4.50000e+00,-4.50000e+00,4.57724e-01,-1.00493e+00,1.10427e+00
4.50000e+00,-4.00000e+00,6.89406e-01,-1.14915e+00,1.34008e+00
4.50000e+00,-3.50000e+00,9.90328e-01,-1.27456e+00,1.61408e+00
4.50000e+00,-3.00000e+00,1.35917e+00,-1.35506e+00,1.91925e+00
4.50000e+00,-2.50000e+00,1.77918e+00,-1.36135e+00,2.24026e+00
4.50000e+00,-2.00000e+00,2.21594e+00,-1.26946e+00,2.55380e+00
4.50000e+00,-1.50000e+00,2.62254e+00,-1.07022e+00,2.83250e+00
4.50000e+00,-1.00000e+00,2.95093e+00,-7.73620e-01,3.05065e+00
4.50000e+00,-5.00000e-01,3.16308e+00,-4.05424e-01,3.18895e+00
4.50000e+00,0.00000e+00,3.23624e+00,-6.93889e-17,3.23624e+00
4.50000e+00,5.00000e-01,3.16308e+00,4.05424e-01,3.18895e+00
4.50000e+00,1.00000e+00,2.95093e+00,7.73620e-01,3.05065e+00
4.50000e+00,1.50000e+00,2.62254e+00,1.07022e+00,2.83250e+00
4.50000e+00,2.00000e+00,2.21594e+00,1.26946e+00,2.55380e+00
4.50000e+00,2.50000e+00,1.77918e+00,1.36135e+00,2.24026e+00
4.50000e+00,3.00000e+00,1.35917e+00,1.35506e+00,1.91925e+00
4.50000e+00,3.50000e+00,9.90328e-01,1.27456e+00,1.61408e+00
4.50000e+00,4.00000e+00,6.89406e-01,1.14915e+00,1.34008e+00
4.50000e+00,4.50000e+00,4.57724e-01,1.00493e+00,1.10427e+00
4.50000e+00,5.00000e+00,2.87174e-01,8.60524e-01,9.07177e-01
4.50000e+00,5.50000e+00,1.65940e-01,7.26864e-01,7.45565e-01
4.50000e+00,6.00000e+00,8.21934e-02,6.08988e-01,6.14509e-01
4.50000e+00,6.50000e+00,2.58235e-02,5.08141e-01,5.08797e-01
4.50000e+00,7.00000e+00,-1.10995e-02,4.23486e-01,4.23632e-01
4.50000e+00,7.50000e+00,-3.44806e-02,3.53229e-01,3.54908e-01
4.50000e+00,8.00000e+00,-4.85761e-02,2.95288e-01,2.99256e-01
4.50000e+00,8.50000e+00,-5.63898e-02,2.47636e-01,2.53975e-01
4.50000e+00,9.00000e+00,-6.00125e-02,2.08462e-01,2.16929e-01
4.50000e+00,9.50000e+00,-6.08854e-02,1.76217e-01,1.86439e-01
4.50000e+00,1.00000e+01,-5.99947e-02,1.49610e-01,1.61191e-01
5.00000e+00,-1.00000e+01,-4.43899e-02,-1.49795e-01,1.56233e-01
5.00000e+00,-9.50000e+00,-4.24521e-02,-1.74773e-01,1.79855e-01
5.00000e+00,-9.00000e+00,-3.82806e-02,-2.04560e-01,2.08111e-01
5.00000e+00,-8.50000e+00,-3.08806e-02,-2.40091e-01,2.42069e-01
5.00000e+00,-8.00000e+00,-1.88695e-02,-2.82416e-01,2.83045e-01
5.00000e+00,-7.50000e+00,-3.42423e-04,-3.32663e-01,3.32663e-01
5.00000e+00,-7.00000e+00,2.72895e-02,-3.91938e-01,3.92887e-01
5.00000e+00,-6.50000e+00,6.74779e-02,-4.61136e-01,4.66047e-01
5.00000e+00,-6.00000e+00,1.24695e-01,-5.40607e-01,5.54802e-01
5.00000e+00,-5.50000e+00,2.04489e-01,-6.29635e-01,6.62009e-01
5.00000e+00,-5.00000e+00,3.13289e-01,-7.25681e-01,7.90420e-01
5.00000e+00,-4.50000e+00,4.57732e-01,-8.23442e-01,9.42112e-01
5.00000e+00,-4.00000e+00,6.43248e-01,-9.13952e-01,1.11762e+00
5.00000e+00,-3.50000e+00,8.71764e-01,-9.84229e-01,1.31479e+00
5.00000e+00,-3.00000e+00,1.13886e+00,-1.01820e+00,1.52765e+00
5.00000e+00,-2.50000e+00,1.43139e+00,-9.99495e-01,1.74581e+00
5.00000e+00,-2.00000e+00,1.72728e+00,-9.15831e-01,1.95505e+00
5.00000e+00,-1.50000e+00,1.99844e+00,-7.63262e-01,2.13924e+00
5.00000e+00,-1.00000e+00,2.21624e+00,-5.48235e-01,2.28305e+00
5.00000e+00,-5.00000e-01,2.35700e+00,-2.86502e-01,2.37435e+00
5.00000e+00,0.00000e+00,2.40563e+00,-1.14492e-16,2.40563e+00
5.00000e+00,5.00000e-01,2.35700e+00,2.86502e-01,2.37435e+00
5.00000e+00,1.00000e+00,2.21624e+00,5.48235e-01,2.28305e+00
5.00000e+00,1.50000e+00,1.99844e+00,7.63262e-01,2.13924e+00
5.00000e+00,2.00000e+00,1.72728e+00,9.15831e-01,1.95505e+00
5.00000e+00,2.50000e+00,1.43139e+00,9.99495e-01,1.74581e+00
5.00000e+00,3.00000e+00,1.13886e+00,1.01820e+00,1.52765e+00
5.00000e+00,3.50000e+00,8.71764e-01,9.84229e-01,1.31479e+00
5.00000e+00,4.00000e+00,6.43248e-01,9.13952e-01,1.11762e+00
5.00000e+00,4.50000e+00,4.57732e-01,8.23442e-01,9.42112e-01
5.00000e+00,5.00000e+00,3.13289e-01,7.25681e-01,7.90420e-01
5.00000e+00,5.50000e+00,2.04489e-01,6.29635e-01,6.62009e-01
5.00000e+00,6.00000e+00,1.24695e-01,5.40607e-01,5.54802e-01
5.00000e+00,6.50000e+00,6.74779e-02,4.61136e-01,4.66047e-01
5.00000e+00,7.00000e+00,2.72895e-02,3.91938e-01,3.92887e-01
5.00000e+00,7.50000e+00,-3.42423e-04,3.32663e-01,3.32663e-01
5.00000e+00,8.00000e+00,-1.88695e-02,2.82416e-01,2.83045e-01
5.00000e+00,8.50000e+00,-3.08806e-02,2.40091e-01,2.42069e-01
5.00000e+00,9.00000e+00,-3.82806e-02,2.04560e-01,2.08111e-01
5.00000e+00,9.50000e+00,-4.24521e-02,1.74773e-01,1.79855e-01
5.00000e+00,1.00000e+01,-4.43899e-02,1.49795e-01,1.56233e-01
5.50000e+00,-1.00000e+01,-3.02063e-02,-1.47623e-01,1.50682e-01
5.50000e+00,-9.50000e+00,-2.60266e-02,-1.70614e-01,1.72588e-01
5.50000e+00,-9.00000e+00,-1.93574e-02,-1.97590e-01,1.98536e-01
5.50000e+00,-8.50000e+00,-9.26460e-03,-2.29181e-01,2.29368e-01
5.50000e+00,-8.00000e+00,5.49587e-03,-2.66040e-01,2.66097e-01
5.50000e+00,-7.50000e+00,2.65592e-02,-3.08779e-01,3.09919e-01
5.50000e+00,-7.00000e+00,5.60375e-02,-3.57865e-01,3.62226e-01
5.50000e+00,-6.50000e+00,9.65903e-02,-4.13440e-01,4.24573e-01
5.50000e+00,-6.00000e+00,1.51445e-01,-4.75065e-01,4.98620e-01
5.50000e+00,-5.50000e+00,2.24306e-01,-5.41349e-01,5.85980e-01
5.50000e+00,-5.00000e+00,3.19062e-01,-6.09505e-01,6.87966e-01
5.50000e+00,-4.50000e+00,4.39185e-01,-6.74884e-01,8.05203e-01
5.50000e+00,-4.00000e+00,5.86743e-01,-7.30678e-01,9.37101e-01
5.50000e+00,-3.50000e+00,7.61067e-01,-7.68060e-01,1.08127e+00
5.50000e+00,-3.00000e+00,9.57356e-01,-7.77061e-01,1.23303e+00
5.50000e+00,-2.50000e+00,1.16579e+00,-7.48314e-01,1.38529e+00
5.50000e+00,-2.00000e+00,1.37177e+00,-6.75366e-01,1.52901e+00
5.50000e+00,-1.50000e+00,1.55770e+00,-5.56781e-01,1.65422e+00
5.50000e+00,-1.00000e+00,1.70583e+00,-3.97175e-01,1.75146e+00
5.50000e+00,-5.00000e-01,1.80124e+00,-2.06799e-01,1.81308e+00
5.50000e+00,0.00000e+00,1.83417e+00,-3.81639e-17,1.83417e+00
5.50000e+00,5.00000e-01,1.80124e+00,2.06799e-01,1.81308e+00
5.50000e+00,1.00000e+00,1.70583e+00,3.97175e-01,1.75146e+00
5.50000e+00,1.50000e+00,1.55770e+00,5.56781e-01,1.65422e+00
5.50000e+00,2.00000e+00,1.37177e+00,6.75366e-01,1.52901e+00
5.50000e+00,2.50000e+00,1.16579e+00,7.48314e-01,1.38529e+00
5.50000e+00,3.00000e+00,9.57356e-01,7.77061e-01,1.23303e+00
5.50000e+00,3.50000e+00,7.61067e-01,7.68060e-01,1.08127e+00
5.50000e+00,4.00000e+00,5.86743e-01,7.30678e-01,9.37101e-01
5.50000e+00,4.50000e+00,4.39185e-01,6.74884e-01,8.05203e-01
5.50000e+00,5.00000e+00,3.19062e-01,6.09505e-01,6.87966e-01
5.50000e+00,5.50000e+00,2.24306e-01,5.41349e-01,5.85980e-01
5.50000e+00,6.00000e+00,1.51445e-01,4.75065e-01,4.98620e-01
5.50000e+00,6.50000e+00,9.65903e-02,4.13440e-01,4.24573e-01
5.50000e+00,7.00000e+00,5.60375e-02,3.57865e-01,3.62226e-01
5.50000e+00,7.50000e+00,2.65592e-02,3.08779e-01,3.09919e-01
5.50000e+00,8.00000e+00,5.49587e-03,2.66040e-01,2.66097e-01
5.50000e+00,8.50000e+00,-9.26460e-03,2.29181e-01,2.29368e-01
5.50000e+00,9.00000e+00,-1.93574e-02,1.97590e-01,1.98536e-01
5.50000e+00,9.50000e+00,-2.60266e-02,1.70614e-01,1.72588e-01
5.50000e+00,1.00000e+01,-3.02063e-02,1.47623e-01,1.50682e-01
6.00000e+00,-1.00000e+01,-1.76073e-02,-1.43588e-01,1.44663e-01
6.00000e+00,-9.50000e+00,-1.17395e-02,-1.64403e-01,1.64821e-01
6.00000e+00,-9.00000e+00,-3.29799e-03,-1.88431e-01,1.88460e-01
6.00000e+00,-8.50000e+00,8.55124e-03,-2.16064e-01,2.16233e-01
6.00000e+00,-8.00000e+00,2.48750e-02,-2.47651e-01,2.48897e-01
6.00000e+00,-7.50000e+00,4.70158e-02,-2.83444e-01,2.87317e-01
6.00000e+00,-7.00000e+00,7.66256e-02,-3.23494e-01,3.32446e-01
6.00000e+00,-6.50000e+00,1.15673e-01,-3.67518e-01,3.85291e-01
6.00000e+00,-6.00000e+00,1.66395e-01,-4.14704e-01,4.46841e-01
6.00000e+00,-5.50000e+00,2.31163e-01,-4.63487e-01,5.17935e-01
6.00000e+00,-5.00000e+00,3.12201e-01,-5.11303e-01,5.99082e-01
6.00000e+00,-4.50000e+00,4.11130e-01,-5.54392e-01,6.90202e-01
6.00000e+00,-4.00000e+00,5.28329e-01,-5.87773e-01,7.90322e-01
6.00000e+00,-3.50000e+00,6.62185e-01,-6.05498e-01,8.97283e-01
6.00000e+00,-3.00000e+00,8.08424e-01,-6.01333e-01,1.00755e+00
6.00000e+00,-2.50000e+00,9.59806e-01,-5.69824e-01,1.11621e+00
6.00000e+00,-2.00000e+00,1.10647e+00,-5.07576e-01,1.21734e+00
6.00000e+00,-1.50000e+00,1.23700e+00,-4.14352e-01,1.30455e+00
6.00000e+00,-1.00000e+00,1.34007e+00,-2.93609e-01,1.37186e+00
6.00000e+00,-5.00000e-01,1.40613e+00,-1.52296e-01,1.41436e+00
6.00000e+00,0.00000e+00,1.42889e+00,-8.50015e-17,1.42889e+00
6.00000e+00,5.00000e-01,1.40613e+00,1.52296e-01,1.41436e+00
